LOCATION,SUBJECT,TIME,Consumption kg_cap,Consumption THND_TONNE,Country,Latitude (average),Longitude (average),region,sub-region,Population
TUR,POULTRY,2000,9.15620706841981,658.0,Turkey,39.0,35.0,Asia,Western Asia,63240194.0
TUR,POULTRY,2001,8.34991490696323,609.0,Turkey,39.0,35.0,Asia,Western Asia,64192243.0
TUR,POULTRY,2002,9.33701052594081,691.0,Turkey,39.0,35.0,Asia,Western Asia,65145367.0
TUR,POULTRY,2003,11.469552280559,861.0,Turkey,39.0,35.0,Asia,Western Asia,66089402.0
TUR,POULTRY,2004,11.3656792322224,865.0,Turkey,39.0,35.0,Asia,Western Asia,67010930.0
TUR,POULTRY,2005,11.748787441081399,906.0,Turkey,39.0,35.0,Asia,Western Asia,67903469.0
TUR,POULTRY,2006,11.425124794919501,892.0,Turkey,39.0,35.0,Asia,Western Asia,68756810.0
TUR,POULTRY,2007,13.0388205563969,1030.0,Turkey,39.0,35.0,Asia,Western Asia,69581848.0
TUR,POULTRY,2008,12.785105354728401,1022.0000610351601,Turkey,39.0,35.0,Asia,Western Asia,70418604.0
TUR,POULTRY,2009,14.7322579391257,1193.0,Turkey,39.0,35.0,Asia,Western Asia,71321399.0
TUR,POULTRY,2010,16.0032260910668,1315.0,Turkey,39.0,35.0,Asia,Western Asia,72326988.0
TUR,POULTRY,2011,16.578478447161903,1385.0,Turkey,39.0,35.0,Asia,Western Asia,73443863.0
TUR,POULTRY,2012,16.7654452907239,1426.0,Turkey,39.0,35.0,Asia,Western Asia,74653016.0
TUR,POULTRY,2013,16.139874716033002,1398.0,Turkey,39.0,35.0,Asia,Western Asia,75928564.0
TUR,POULTRY,2014,16.9362204814806,1492.0,Turkey,39.0,35.0,Asia,Western Asia,77231907.0
TUR,POULTRY,2015,17.5405255369453,1568.0,Turkey,39.0,35.0,Asia,Western Asia,78529409.0
TUR,POULTRY,2016,17.771959178147398,1608.0,Turkey,39.0,35.0,Asia,Western Asia,79821724.0
TUR,POULTRY,2017,17.8644298655057,1632.5151416388699,Turkey,39.0,35.0,Asia,Western Asia,81101892.0
TUR,POULTRY,2018,17.7974771694983,1639.9214330795498,Turkey,39.0,35.0,Asia,Western Asia,82319724.0
TUR,SHEEP,1990,5.916146074580411,363.0,Turkey,39.0,35.0,Asia,Western Asia,53921760.0
TUR,SHEEP,1991,5.817571491714281,363.0,Turkey,39.0,35.0,Asia,Western Asia,54840590.0
TUR,SHEEP,1992,5.67628714917616,360.0,Turkey,39.0,35.0,Asia,Western Asia,55748948.0
TUR,SHEEP,1993,5.57104930657259,359.0,Turkey,39.0,35.0,Asia,Western Asia,56653804.0
TUR,SHEEP,1994,4.9645218948434415,325.0,Turkey,39.0,35.0,Asia,Western Asia,57564204.0
TUR,SHEEP,1995,6.135095122681401,408.0,Turkey,39.0,35.0,Asia,Western Asia,58486456.0
TUR,SHEEP,1996,5.4027241369392085,365.0,Turkey,39.0,35.0,Asia,Western Asia,59423282.0
TUR,SHEEP,1997,5.47868086452154,376.0,Turkey,39.0,35.0,Asia,Western Asia,60372568.0
TUR,SHEEP,1998,5.33638754145212,372.0,Turkey,39.0,35.0,Asia,Western Asia,61329676.0
TUR,SHEEP,1999,5.18431311864301,367.0,Turkey,39.0,35.0,Asia,Western Asia,62287397.0
TUR,SHEEP,2000,5.190372699879322,373.0,Turkey,39.0,35.0,Asia,Western Asia,63240194.0
TUR,SHEEP,2001,4.79880167066852,350.0,Turkey,39.0,35.0,Asia,Western Asia,64192243.0
TUR,SHEEP,2002,4.48608899365029,332.0,Turkey,39.0,35.0,Asia,Western Asia,65145367.0
TUR,SHEEP,2003,4.15621406682277,312.0,Turkey,39.0,35.0,Asia,Western Asia,66089402.0
TUR,SHEEP,2004,4.1783653131176,318.0,Turkey,39.0,35.0,Asia,Western Asia,67010930.0
TUR,SHEEP,2005,4.08484331560779,315.0,Turkey,39.0,35.0,Asia,Western Asia,67903469.0
TUR,SHEEP,2006,4.0346572986543,315.0,Turkey,39.0,35.0,Asia,Western Asia,68756810.0
TUR,SHEEP,2007,4.08887285409338,323.0,Turkey,39.0,35.0,Asia,Western Asia,69581848.0
TUR,SHEEP,2008,4.0156737512431695,321.0,Turkey,39.0,35.0,Asia,Western Asia,70418604.0
TUR,SHEEP,2009,3.70467508947001,300.0,Turkey,39.0,35.0,Asia,Western Asia,71321399.0
TUR,SHEEP,2010,3.3466822623904,275.0,Turkey,39.0,35.0,Asia,Western Asia,72326988.0
TUR,SHEEP,2011,3.54312607968225,296.0,Turkey,39.0,35.0,Asia,Western Asia,73443863.0
TUR,SHEEP,2012,3.78574571080863,322.0,Turkey,39.0,35.0,Asia,Western Asia,74653016.0
TUR,SHEEP,2013,4.06383111591102,352.0,Turkey,39.0,35.0,Asia,Western Asia,75928564.0
TUR,SHEEP,2014,4.09783886984886,361.0,Turkey,39.0,35.0,Asia,Western Asia,77231907.0
TUR,SHEEP,2015,4.10546739289473,367.0,Turkey,39.0,35.0,Asia,Western Asia,78529409.0
TUR,SHEEP,2016,4.0782667517017295,369.0,Turkey,39.0,35.0,Asia,Western Asia,79821724.0
TUR,SHEEP,2017,4.0917137683571605,373.915357634403,Turkey,39.0,35.0,Asia,Western Asia,81101892.0
TUR,SHEEP,2018,4.09875736956141,377.67375652860494,Turkey,39.0,35.0,Asia,Western Asia,82319724.0
USA,BEEF,1990,30.5843950128409,11047.4247131025,United States,38.0,-97.0,Americas,Northern America,249623000.0
USA,BEEF,1991,30.3611215444203,11076.0476903049,United States,38.0,-97.0,Americas,Northern America,252981000.0
USA,BEEF,1992,30.251430515412196,11145.8459616623,United States,38.0,-97.0,Americas,Northern America,256514000.0
USA,BEEF,1993,29.6054936661702,11018.632689533799,United States,38.0,-97.0,Americas,Northern America,259919000.0
USA,BEEF,1994,30.6467398201342,11527.6102003973,United States,38.0,-97.0,Americas,Northern America,263126000.0
USA,BEEF,1995,30.8267109184406,11726.2838947302,United States,38.0,-97.0,Americas,Northern America,266278000.0
USA,BEEF,1996,30.9181104184445,11902.7315365006,United States,38.0,-97.0,Americas,Northern America,269394000.0
USA,BEEF,1997,30.2504469340099,11792.612324118702,United States,38.0,-97.0,Americas,Northern America,272657000.0
USA,BEEF,1998,30.679777922595402,12112.117561828001,United States,38.0,-97.0,Americas,Northern America,275854000.0
USA,BEEF,1999,31.0315630412322,12400.691408294098,United States,38.0,-97.0,Americas,Northern America,279040000.0
USA,BEEF,2000,31.131445578899694,12581.361950634297,United States,38.0,-97.0,Americas,Northern America,282162411.0
USA,BEEF,2001,30.4686455653232,12439.747229684199,United States,38.0,-97.0,Americas,Northern America,284968955.0
USA,BEEF,2002,31.137770072651602,12831.912723641499,United States,38.0,-97.0,Americas,Northern America,287625193.0
USA,BEEF,2003,29.8933324388792,12427.3194499461,United States,38.0,-97.0,Americas,Northern America,290107933.0
USA,BEEF,2004,30.4604984204086,12772.9958419202,United States,38.0,-97.0,Americas,Northern America,292805298.0
USA,BEEF,2005,30.196486609471197,12774.823604016,United States,38.0,-97.0,Americas,Northern America,295516599.0
USA,BEEF,2006,30.3366720361059,12952.047927776299,United States,38.0,-97.0,Americas,Northern America,298379912.0
USA,BEEF,2007,30.0597270546956,12953.850873720101,United States,38.0,-97.0,Americas,Northern America,301231207.0
USA,BEEF,2008,28.8712792975983,12557.898785958001,United States,38.0,-97.0,Americas,Northern America,304093966.0
USA,BEEF,2009,28.199839521489306,12376.988565817801,United States,38.0,-97.0,Americas,Northern America,306771529.0
USA,BEEF,2010,27.5618757205155,12201.0978375562,United States,38.0,-97.0,Americas,Northern America,309321666.0
USA,BEEF,2011,26.452239054057607,11804.8924178872,United States,38.0,-97.0,Americas,Northern America,311556874.0
USA,BEEF,2012,26.271460346609203,11814.630945544699,United States,38.0,-97.0,Americas,Northern America,313830990.0
USA,BEEF,2013,25.767338725841107,11673.926638576999,United States,38.0,-97.0,Americas,Northern America,315993715.0
USA,BEEF,2014,24.8176457015335,11325.6614549298,United States,38.0,-97.0,Americas,Northern America,318301008.0
USA,BEEF,2015,24.811422501750602,11405.230726662,United States,38.0,-97.0,Americas,Northern America,320635163.0
USA,BEEF,2016,25.622447396462398,11863.880814446698,United States,38.0,-97.0,Americas,Northern America,322941311.0
USA,BEEF,2017,25.823285646545703,12043.759562675801,United States,38.0,-97.0,Americas,Northern America,324985539.0
USA,BEEF,2018,26.280192606698694,12345.5245537296,United States,38.0,-97.0,Americas,Northern America,326687501.0
USA,PIG,1990,22.4309574039352,7271.305712549101,United States,38.0,-97.0,Americas,Northern America,249623000.0
USA,PIG,1991,22.720932708189,7438.69238236068,United States,38.0,-97.0,Americas,Northern America,252981000.0
USA,PIG,1992,23.9740846491679,7927.06815687057,United States,38.0,-97.0,Americas,Northern America,256514000.0
USA,PIG,1993,23.655521951455306,7901.16936252053,United States,38.0,-97.0,Americas,Northern America,259919000.0
USA,PIG,1994,23.9571307669269,8087.10798232802,United States,38.0,-97.0,Americas,Northern America,263126000.0
USA,PIG,1995,23.608486753558893,8059.43881485245,United States,38.0,-97.0,Americas,Northern America,266278000.0
USA,PIG,1996,22.050027399471197,7618.09291397157,United States,38.0,-97.0,Americas,Northern America,269394000.0
USA,PIG,1997,21.8090327404807,7629.886329616899,United States,38.0,-97.0,Americas,Northern America,272657000.0
USA,PIG,1998,23.440106389841798,8304.832578857131,United States,38.0,-97.0,Americas,Northern America,275854000.0
USA,PIG,1999,23.9729482068928,8597.40000544312,United States,38.0,-97.0,Americas,Northern America,279040000.0
USA,PIG,2000,23.315796176213002,8456.33261060863,United States,38.0,-97.0,Americas,Northern America,282162411.0
USA,PIG,2001,22.892240376834607,8387.84008128385,United States,38.0,-97.0,Americas,Northern America,284968955.0
USA,PIG,2002,23.4833292559094,8684.943436964191,United States,38.0,-97.0,Americas,Northern America,287625193.0
USA,PIG,2003,23.628939718763398,8815.578194881658,United States,38.0,-97.0,Americas,Northern America,290107933.0
USA,PIG,2004,23.427575781441497,8816.30394353676,United States,38.0,-97.0,Americas,Northern America,292805298.0
USA,PIG,2005,22.8357828540688,8669.97487095282,United States,38.0,-97.0,Americas,Northern America,295516599.0
USA,PIG,2006,22.5521158293383,8640.944924748941,United States,38.0,-97.0,Americas,Northern America,298379912.0
USA,PIG,2007,23.1840722594165,8966.17104081429,United States,38.0,-97.0,Americas,Northern America,301231207.0
USA,PIG,2008,22.5802825065579,8814.21741615335,United States,38.0,-97.0,Americas,Northern America,304093966.0
USA,PIG,2009,22.8450724239592,8998.38,United States,38.0,-97.0,Americas,Northern America,306771529.0
USA,PIG,2010,21.7903820346423,8656.82067657918,United States,38.0,-97.0,Americas,Northern America,309321666.0
USA,PIG,2011,20.8063558624473,8332.95533924214,United States,38.0,-97.0,Americas,Northern America,311556874.0
USA,PIG,2012,20.8348199606755,8408.70535511789,United States,38.0,-97.0,Americas,Northern America,313830990.0
USA,PIG,2013,21.3585023647017,8684.03625114532,United States,38.0,-97.0,Americas,Northern America,315993715.0
USA,PIG,2014,21.1208074556718,8650.01678293765,United States,38.0,-97.0,Americas,Northern America,318301008.0
USA,PIG,2015,22.6438941915527,9341.29237691757,United States,38.0,-97.0,Americas,Northern America,320635163.0
USA,PIG,2016,22.7584082735767,9456.95856882365,United States,38.0,-97.0,Americas,Northern America,322941311.0
USA,PIG,2017,23.569827620780202,9865.302832146619,United States,38.0,-97.0,Americas,Northern America,324985539.0
USA,PIG,2018,23.232611211872506,9794.50440299799,United States,38.0,-97.0,Americas,Northern America,326687501.0
USA,POULTRY,1990,34.9705671338032,10047.9901298183,United States,38.0,-97.0,Americas,Northern America,249623000.0
USA,POULTRY,1991,36.4059206329649,10564.632453665501,United States,38.0,-97.0,Americas,Northern America,252981000.0
USA,POULTRY,1992,37.802310157628895,11079.006812965501,United States,38.0,-97.0,Americas,Northern America,256514000.0
USA,POULTRY,1993,38.451855464325206,11383.821248106298,United States,38.0,-97.0,Americas,Northern America,259919000.0
USA,POULTRY,1994,39.0427661271297,11681.8317896055,United States,38.0,-97.0,Americas,Northern America,263126000.0
USA,POULTRY,1995,38.891492534418795,11768.0144423982,United States,38.0,-97.0,Americas,Northern America,266278000.0
USA,POULTRY,1996,39.638711860885,12138.5998494072,United States,38.0,-97.0,Americas,Northern America,269394000.0
USA,POULTRY,1997,39.8777252261342,12365.849897034399,United States,38.0,-97.0,Americas,Northern America,272657000.0
USA,POULTRY,1998,40.1827956682052,12618.9547404995,United States,38.0,-97.0,Americas,Northern America,275854000.0
USA,POULTRY,1999,42.61870431272449,13547.4594261143,United States,38.0,-97.0,Americas,Northern America,279040000.0
USA,POULTRY,2000,43.0463425864548,13838.2124810625,United States,38.0,-97.0,Americas,Northern America,282162411.0
USA,POULTRY,2001,43.0494283126556,13981.0942475347,United States,38.0,-97.0,Americas,Northern America,284968955.0
USA,POULTRY,2002,45.0745525140781,14775.789024866,United States,38.0,-97.0,Americas,Northern America,287625193.0
USA,POULTRY,2003,45.4454567927651,15028.269384873602,United States,38.0,-97.0,Americas,Northern America,290107933.0
USA,POULTRY,2004,46.424051459141204,15485.1056323992,United States,38.0,-97.0,Americas,Northern America,292805298.0
USA,POULTRY,2005,47.104488520496794,15851.7114060473,United States,38.0,-97.0,Americas,Northern America,295516599.0
USA,POULTRY,2006,47.3527955353496,16081.683011131201,United States,38.0,-97.0,Americas,Northern America,298379912.0
USA,POULTRY,2007,46.606988463460105,15976.4494561421,United States,38.0,-97.0,Americas,Northern America,301231207.0
USA,POULTRY,2008,46.4602345021638,16074.8791174896,United States,38.0,-97.0,Americas,Northern America,304093966.0
USA,POULTRY,2009,44.389134054073,15497.455343778101,United States,38.0,-97.0,Americas,Northern America,306771529.0
USA,POULTRY,2010,45.4092690451614,15990.0572434252,United States,38.0,-97.0,Americas,Northern America,309321666.0
USA,POULTRY,2011,46.3995131946451,16471.3193203364,United States,38.0,-97.0,Americas,Northern America,311556874.0
USA,POULTRY,2012,44.4150632209817,15888.4524317116,United States,38.0,-97.0,Americas,Northern America,313830990.0
USA,POULTRY,2013,44.2275512011613,15938.801244658898,United States,38.0,-97.0,Americas,Northern America,315993715.0
USA,POULTRY,2014,44.9407208016759,16313.9225807622,United States,38.0,-97.0,Americas,Northern America,318301008.0
USA,POULTRY,2015,47.65027354517061,17423.410837241798,United States,38.0,-97.0,Americas,Northern America,320635163.0
USA,POULTRY,2016,48.30057641520761,17789.913908065802,United States,38.0,-97.0,Americas,Northern America,322941311.0
USA,POULTRY,2017,48.8284883898686,18115.036992459398,United States,38.0,-97.0,Americas,Northern America,324985539.0
USA,POULTRY,2018,47.7563331760472,17845.443475031498,United States,38.0,-97.0,Americas,Northern America,326687501.0
USA,SHEEP,1990,0.626729647531593,180.076385045949,United States,38.0,-97.0,Americas,Northern America,249623000.0
USA,SHEEP,1991,0.6205465841435329,180.076385045949,United States,38.0,-97.0,Americas,Northern America,252981000.0
USA,SHEEP,1992,0.6005034325961099,175.99404886102798,United States,38.0,-97.0,Americas,Northern America,256514000.0
USA,SHEEP,1993,0.5837413607964239,172.81889849497898,United States,38.0,-97.0,Americas,Northern America,259919000.0
USA,SHEEP,1994,0.5230160097017841,156.48955375529601,United States,38.0,-97.0,Americas,Northern America,263126000.0
USA,SHEEP,1995,0.521671268963067,157.850332483603,United States,38.0,-97.0,Americas,Northern America,266278000.0
USA,SHEEP,1996,0.494724777158386,151.500031751504,United States,38.0,-97.0,Americas,Northern America,269394000.0
USA,SHEEP,1997,0.487098617133838,151.046438842068,United States,38.0,-97.0,Americas,Northern America,272657000.0
USA,SHEEP,1998,0.519978664290217,163.29344739683,United States,38.0,-97.0,Americas,Northern America,275854000.0
USA,SHEEP,1999,0.510847964106047,162.386261577959,United States,38.0,-97.0,Americas,Northern America,279040000.0
USA,SHEEP,2000,0.499488831637766,160.571889940216,United States,38.0,-97.0,Americas,Northern America,282162411.0
USA,SHEEP,2001,0.513972994810929,166.922190672315,United States,38.0,-97.0,Americas,Northern America,284968955.0
USA,SHEEP,2002,0.527195840609784,172.81889849497898,United States,38.0,-97.0,Americas,Northern America,287625193.0
USA,SHEEP,2003,0.503400709239334,166.46859776288,United States,38.0,-97.0,Americas,Northern America,290107933.0
USA,SHEEP,2004,0.485471053387889,161.932668668523,United States,38.0,-97.0,Americas,Northern America,292805298.0
USA,SHEEP,2005,0.47310714712835,159.21111121191,United States,38.0,-97.0,Americas,Northern America,295516599.0
USA,SHEEP,2006,0.468799888105932,159.21111121191,United States,38.0,-97.0,Americas,Northern America,298379912.0
USA,SHEEP,2007,0.502829357109614,172.36530558554298,United States,38.0,-97.0,Americas,Northern America,301231207.0
USA,SHEEP,2008,0.441804199532416,152.860810479811,United States,38.0,-97.0,Americas,Northern America,304093966.0
USA,SHEEP,2009,0.431340879996258,150.592845932632,United States,38.0,-97.0,Americas,Northern America,306771529.0
USA,SHEEP,2010,0.404473802342581,142.42817356279102,United States,38.0,-97.0,Americas,Northern America,309321666.0
USA,SHEEP,2011,0.374669357403783,133.00352095192198,United States,38.0,-97.0,Americas,Northern America,311556874.0
USA,SHEEP,2012,0.379550899969944,135.775477557735,United States,38.0,-97.0,Americas,Northern America,313830990.0
USA,SHEEP,2013,0.383571244542016,138.232067204325,United States,38.0,-97.0,Americas,Northern America,315993715.0
USA,SHEEP,2014,0.40828403688362896,148.21111121191,United States,38.0,-97.0,Americas,Northern America,318301008.0
USA,SHEEP,2015,0.417358253791854,152.607819034573,United States,38.0,-97.0,Americas,Northern America,320635163.0
USA,SHEEP,2016,0.41556999443764703,153.061411944008,United States,38.0,-97.0,Americas,Northern America,322941311.0
USA,SHEEP,2017,0.37863323618473904,140.470354627737,United States,38.0,-97.0,Americas,Northern America,324985539.0
USA,SHEEP,2018,0.375104094020657,140.167773820121,United States,38.0,-97.0,Americas,Northern America,326687501.0
DZA,BEEF,1990,2.80947007528454,104.0,Algeria,28.0,3.0,Africa,Northern Africa,25758869.0
DZA,BEEF,1991,2.9524430713241,112.0,Algeria,28.0,3.0,Africa,Northern Africa,26400479.0
DZA,BEEF,1992,3.01314304298751,117.0,Algeria,28.0,3.0,Africa,Northern Africa,27028326.0
DZA,BEEF,1993,3.1238775814277595,124.0,Algeria,28.0,3.0,Africa,Northern Africa,27635515.0
DZA,BEEF,1994,3.40596452790194,138.0,Algeria,28.0,3.0,Africa,Northern Africa,28213774.0
DZA,BEEF,1995,3.2694097418031203,135.0,Algeria,28.0,3.0,Africa,Northern Africa,28757785.0
DZA,BEEF,1996,3.0463922012359603,128.0,Algeria,28.0,3.0,Africa,Northern Africa,29266405.0
DZA,BEEF,1997,2.66999289340237,114.0,Algeria,28.0,3.0,Africa,Northern Africa,29742979.0
DZA,BEEF,1998,2.90735237110738,126.0,Algeria,28.0,3.0,Africa,Northern Africa,30192754.0
DZA,BEEF,1999,3.1852775173037005,140.0,Algeria,28.0,3.0,Africa,Northern Africa,30623406.0
DZA,BEEF,2000,3.25490978287988,145.0,Algeria,28.0,3.0,Africa,Northern Africa,31042235.0
DZA,BEEF,2001,2.4374555243505003,110.0,Algeria,28.0,3.0,Africa,Northern Africa,31451514.0
DZA,BEEF,2002,3.2165909824794303,147.0,Algeria,28.0,3.0,Africa,Northern Africa,31855109.0
DZA,BEEF,2003,3.69502720953829,171.0,Algeria,28.0,3.0,Africa,Northern Africa,32264157.0
DZA,BEEF,2004,4.69265830560907,220.0,Algeria,28.0,3.0,Africa,Northern Africa,32692163.0
DZA,BEEF,2005,4.71325353065674,224.0,Algeria,28.0,3.0,Africa,Northern Africa,33149724.0
DZA,BEEF,2006,4.10674819322339,198.0,Algeria,28.0,3.0,Africa,Northern Africa,33641002.0
DZA,BEEF,2007,4.02487072401266,197.0,Algeria,28.0,3.0,Africa,Northern Africa,34166972.0
DZA,BEEF,2008,3.88095047953151,193.0,Algeria,28.0,3.0,Africa,Northern Africa,34730608.0
DZA,BEEF,2009,4.172105421787991,211.0,Algeria,28.0,3.0,Africa,Northern Africa,35333881.0
DZA,BEEF,2010,3.88498663564597,200.0,Algeria,28.0,3.0,Africa,Northern Africa,35977455.0
DZA,BEEF,2011,3.58415813000635,188.0,Algeria,28.0,3.0,Africa,Northern Africa,36661444.0
DZA,BEEF,2012,4.2067948149851615,225.0,Algeria,28.0,3.0,Africa,Northern Africa,37383887.0
DZA,BEEF,2013,4.08787062531065,223.0,Algeria,28.0,3.0,Africa,Northern Africa,38140132.0
DZA,BEEF,2014,4.2070840823509705,234.0,Algeria,28.0,3.0,Africa,Northern Africa,38923687.0
DZA,BEEF,2015,3.91766154429479,222.0,Algeria,28.0,3.0,Africa,Northern Africa,39728025.0
DZA,BEEF,2016,3.76214058121233,217.0,Algeria,28.0,3.0,Africa,Northern Africa,40551404.0
DZA,BEEF,2017,3.89355002155844,228.40537813967202,Algeria,28.0,3.0,Africa,Northern Africa,41389198.0
DZA,BEEF,2018,3.8622739418065,230.246371221641,Algeria,28.0,3.0,Africa,Northern Africa,42228429.0
DZA,PIG,1990,0.0903043952770029,3.0,Algeria,28.0,3.0,Africa,Northern Africa,25758869.0
DZA,PIG,1991,0.0881213875879896,3.0,Algeria,28.0,3.0,Africa,Northern Africa,26400479.0
DZA,PIG,1992,0.0860898012282145,3.0,Algeria,28.0,3.0,Africa,Northern Africa,27028326.0
DZA,PIG,1993,0.0842151329555409,3.0,Algeria,28.0,3.0,Africa,Northern Africa,27635515.0
DZA,PIG,1994,0.082504730800109,3.0,Algeria,28.0,3.0,Africa,Northern Africa,28213774.0
DZA,PIG,1995,0.0809568126541726,3.0,Algeria,28.0,3.0,Africa,Northern Africa,28757785.0
DZA,PIG,1996,0.0795597963269214,3.0,Algeria,28.0,3.0,Africa,Northern Africa,29266405.0
DZA,PIG,1997,0.0782930246937538,3.0,Algeria,28.0,3.0,Africa,Northern Africa,29742979.0
DZA,PIG,1998,0.0771338384171345,3.0,Algeria,28.0,3.0,Africa,Northern Africa,30192754.0
DZA,PIG,1999,0.07605662643357801,3.0,Algeria,28.0,3.0,Africa,Northern Africa,30623406.0
DZA,PIG,2000,0.0750392994279696,3.0,Algeria,28.0,3.0,Africa,Northern Africa,31042235.0
DZA,PIG,2001,0.0740733237270151,3.0,Algeria,28.0,3.0,Africa,Northern Africa,31451514.0
DZA,PIG,2002,0.0731469669485117,3.0,Algeria,28.0,3.0,Africa,Northern Africa,31855109.0
DZA,PIG,2003,0.0722336146225531,3.0,Algeria,28.0,3.0,Africa,Northern Africa,32264157.0
DZA,PIG,2004,0.0713040287995144,3.0,Algeria,28.0,3.0,Africa,Northern Africa,32692163.0
DZA,PIG,2005,0.0703380947814845,3.0,Algeria,28.0,3.0,Africa,Northern Africa,33149724.0
DZA,PIG,2006,0.0693347097557196,3.0,Algeria,28.0,3.0,Africa,Northern Africa,33641002.0
DZA,PIG,2007,0.0682972987250879,3.0,Algeria,28.0,3.0,Africa,Northern Africa,34166972.0
DZA,PIG,2008,0.0672200157076515,3.0,Algeria,28.0,3.0,Africa,Northern Africa,34730608.0
DZA,PIG,2009,0.0660983526539195,3.0,Algeria,28.0,3.0,Africa,Northern Africa,35333881.0
DZA,PIG,2010,0.0649347766243684,3.0,Algeria,28.0,3.0,Africa,Northern Africa,35977455.0
DZA,PIG,2011,0.0637304713086235,3.0,Algeria,28.0,3.0,Africa,Northern Africa,36661444.0
DZA,PIG,2012,0.0625009515369224,3.0,Algeria,28.0,3.0,Africa,Northern Africa,37383887.0
DZA,PIG,2013,0.0612787781116395,3.0,Algeria,28.0,3.0,Africa,Northern Africa,38140132.0
DZA,PIG,2014,0.0601012011764425,3.0,Algeria,28.0,3.0,Africa,Northern Africa,38923687.0
DZA,PIG,2015,0.0589918147596512,3.0,Algeria,28.0,3.0,Africa,Northern Africa,39728025.0
DZA,PIG,2016,0.0579552926928035,3.0,Algeria,28.0,3.0,Africa,Northern Africa,40551404.0
DZA,PIG,2017,0.0569845666798575,3.0,Algeria,28.0,3.0,Africa,Northern Africa,41389198.0
DZA,PIG,2018,0.0560748469803695,3.0,Algeria,28.0,3.0,Africa,Northern Africa,42228429.0
DZA,POULTRY,1990,6.282716047476961,185.0,Algeria,28.0,3.0,Africa,Northern Africa,25758869.0
DZA,POULTRY,1991,6.263397087023258,189.0,Algeria,28.0,3.0,Africa,Northern Africa,26400479.0
DZA,POULTRY,1992,6.24850078658118,193.0,Algeria,28.0,3.0,Africa,Northern Africa,27028326.0
DZA,POULTRY,1993,6.27078836161258,198.0,Algeria,28.0,3.0,Africa,Northern Africa,27635515.0
DZA,POULTRY,1994,6.267538866251018,202.0,Algeria,28.0,3.0,Africa,Northern Africa,28213774.0
DZA,POULTRY,1995,6.14995000743834,202.0,Algeria,28.0,3.0,Africa,Northern Africa,28757785.0
DZA,POULTRY,1996,6.43278353207416,215.0,Algeria,28.0,3.0,Africa,Northern Africa,29266405.0
DZA,POULTRY,1997,6.47757674389348,220.0,Algeria,28.0,3.0,Africa,Northern Africa,29742979.0
DZA,POULTRY,1998,7.19388414365617,248.0,Algeria,28.0,3.0,Africa,Northern Africa,30192754.0
DZA,POULTRY,1999,6.750188110139098,236.0,Algeria,28.0,3.0,Africa,Northern Africa,30623406.0
DZA,POULTRY,2000,6.913877331910371,245.0,Algeria,28.0,3.0,Africa,Northern Africa,31042235.0
DZA,POULTRY,2001,6.76916219905338,243.0,Algeria,28.0,3.0,Africa,Northern Africa,31451514.0
DZA,POULTRY,2002,6.76703222436488,246.0,Algeria,28.0,3.0,Africa,Northern Africa,31855109.0
DZA,POULTRY,2003,7.03567754050099,259.0,Algeria,28.0,3.0,Africa,Northern Africa,32264157.0
DZA,POULTRY,2004,7.213286195479079,269.0,Algeria,28.0,3.0,Africa,Northern Africa,32692163.0
DZA,POULTRY,2005,7.1949257978188585,272.0,Algeria,28.0,3.0,Africa,Northern Africa,33149724.0
DZA,POULTRY,2006,6.8315430261874805,262.0,Algeria,28.0,3.0,Africa,Northern Africa,33641002.0
DZA,POULTRY,2007,6.8577492771139585,267.0,Algeria,28.0,3.0,Africa,Northern Africa,34166972.0
DZA,POULTRY,2008,6.77485833525322,268.0,Algeria,28.0,3.0,Africa,Northern Africa,34730608.0
DZA,POULTRY,2009,6.73638253884902,271.0,Algeria,28.0,3.0,Africa,Northern Africa,35333881.0
DZA,POULTRY,2010,6.7643167307504415,277.0,Algeria,28.0,3.0,Africa,Northern Africa,35977455.0
DZA,POULTRY,2011,6.68679714345865,279.0,Algeria,28.0,3.0,Africa,Northern Africa,36661444.0
DZA,POULTRY,2012,6.86335235338786,292.0,Algeria,28.0,3.0,Africa,Northern Africa,37383887.0
DZA,POULTRY,2013,6.70609807642249,291.0,Algeria,28.0,3.0,Africa,Northern Africa,38140132.0
DZA,POULTRY,2014,6.50942240434085,288.0,Algeria,28.0,3.0,Africa,Northern Africa,38923687.0
DZA,POULTRY,2015,6.38926732166069,288.0,Algeria,28.0,3.0,Africa,Northern Africa,39728025.0
DZA,POULTRY,2016,6.320594314189512,290.0,Algeria,28.0,3.0,Africa,Northern Africa,40551404.0
DZA,POULTRY,2017,6.29861243066888,293.91437068168096,Algeria,28.0,3.0,Africa,Northern Africa,41389198.0
DZA,POULTRY,2018,6.28100282884642,297.84758089499,Algeria,28.0,3.0,Africa,Northern Africa,42228429.0
DZA,SHEEP,1990,5.02617283798157,148.0,Algeria,28.0,3.0,Africa,Northern Africa,25758869.0
DZA,SHEEP,1991,5.0703690704474,153.0,Algeria,28.0,3.0,Africa,Northern Africa,26400479.0
DZA,SHEEP,1992,5.34198253775075,165.0,Algeria,28.0,3.0,Africa,Northern Africa,27028326.0
DZA,SHEEP,1993,5.63737539579313,178.0,Algeria,28.0,3.0,Africa,Northern Africa,27635515.0
DZA,SHEEP,1994,5.52288078313209,178.0,Algeria,28.0,3.0,Africa,Northern Africa,28213774.0
